window,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
32,24.0739066205459,14.8125330604078,6.63184271286609,5.63310022286677,5.16096785334937,5.16096785334937,5.11033296013843,5.0960000875582,5.0960000875582,5.0960000875582,4.87403989361334,4.87403989361334,4.87403989361334,4.87403989361334,4.72978335160005,4.3857367521049,4.19774051506698,4.19774051506698,4.0283359198384,3.95460084659917
33,24.07416220784355,14.81278864770545,6.63209830016377,5.63335581016445,5.16122344064705,5.16122344064705,5.11058854743611,5.096255674855875,5.096255674855875,5.096255674855875,4.87244599654621,4.85820313922532,4.85820313922532,4.71505732720901,4.645779510244985,4.38599233940258,4.19799610236466,4.19799610236466,4.02859150713608,3.95485643389685
34,24.0744177951412,14.8130442350031,6.63235388746145,5.63361139746213,5.16147902794473,5.16147902794473,5.11084413473379,5.09651126215355,5.09651126215355,5.09651126215355,4.87085209947908,4.8423663848373,4.8423663848373,4.70033130281797,4.41751912687663,4.38624792670026,4.19825168966234,4.19825168966234,4.02884709443376,3.95511202119453
35,24.0744177951412,14.8130442350031,6.63235388746145,5.63361139746213,5.16147902794473,5.16147902794473,5.11084413473379,5.09651126215355,5.09651126215355,5.09651126215355,4.87085209947908,4.8423663848373,4.8423663848373,4.70033130281797,4.41751912687663,4.38624792670026,4.19825168966234,4.19825168966234,4.02884709443376,3.95511202119453
36,24.0744177951412,14.8130442350031,6.63235388746145,5.63361139746213,5.16147902794473,5.16147902794473,5.11084413473379,5.09651126215355,5.09651126215355,5.09651126215355,4.87085209947908,4.8423663848373,4.8423663848373,4.70033130281797,4.41751912687663,4.38624792670026,4.19825168966234,4.19825168966234,4.02884709443376,3.95511202119453
37,24.0744177951412,14.8130442350031,6.63235388746145,5.63361139746213,5.16147902794473,5.16147902794473,5.11084413473379,5.09651126215355,5.09651126215355,5.09651126215355,4.87085209947908,4.8423663848373,4.8423663848373,4.70033130281797,4.41751912687663,4.38624792670026,4.19825168966234,4.19825168966234,4.02884709443376,3.95511202119453
38,24.0744177951412,14.8130442350031,6.63235388746145,5.63361139746213,5.16147902794473,5.16147902794473,5.11084413473379,5.09651126215355,5.09651126215355,5.09651126215355,4.87085209947908,4.8423663848373,4.8423663848373,4.70033130281797,4.41751912687663,4.38624792670026,4.19825168966234,4.19825168966234,4.02884709443376,3.95511202119453
39,24.0744177951412,14.8130442350031,6.63235388746145,5.63361139746213,5.16147902794473,5.16147902794473,5.11084413473379,5.09651126215355,5.09651126215355,5.09651126215355,4.87085209947908,4.8423663848373,4.8423663848373,4.70033130281797,4.41751912687663,4.38624792670026,4.19825168966234,4.19825168966234,4.02884709443376,3.95511202119453
40,24.0744177951412,14.8130442350031,6.63235388746145,5.63361139746213,5.16147902794473,5.16147902794473,5.11084413473379,5.09651126215355,5.09651126215355,5.09651126215355,4.87085209947908,4.8423663848373,4.8423663848373,4.70033130281797,4.41751912687663,4.38624792670026,4.19825168966234,4.19825168966234,4.02884709443376,3.95511202119453
41,24.0745883382319,14.8132147780938,6.632524430552115,5.633781940552796,5.161649571035396,5.161649571035396,5.111014677824455,5.096681805244215,5.096681805244215,5.096681805244215,4.871022642569745,4.842536927927965,4.842536927927965,4.700501845908635,4.417689669967295,4.386418469790925,4.198422232753005,4.198422232753005,4.029017637524426,3.955282564285195
