,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
139,166.8,56.4,29.2,3284.2,1286.8,196.2,11.6,57.4,2048.4,8.6,7366.4,4.8,341.0,41.0,3479.2,56.8,146.8,56.0,895.6,457.4
140,178.0,59.0,30.0,3285.0,1333.0,206.0,12.0,58.0,2077.0,9.0,7503.0,5.0,357.0,43.0,3647.0,62.0,153.0,59.0,943.0,466.0
141,186.4,62.6,31.6,3286.2,1406.0,218.2,13.6,62.0,2108.4,11.0,7645.4,5.2,372.6,46.4,3790.6,65.0,160.6,62.2,996.4,488.8
142,194.8,66.2,33.2,3287.4,1479.0,230.4,15.2,66.0,2139.8,13.0,7787.8,5.4,388.2,49.8,3934.2,68.0,168.2,65.4,1049.8,511.6
143,203.2,69.8,34.8,3288.6,1552.0,242.6,16.8,70.0,2171.2,15.0,7930.2,5.6,403.8,53.2,4077.8,71.0,175.8,68.6,1103.2,534.4
144,211.6,73.4,36.4,3289.8,1625.0,254.8,18.4,74.0,2202.6,17.0,8072.6,5.8,419.4,56.6,4221.4,74.0,183.4,71.8,1156.6,557.2
145,220.0,77.0,38.0,3291.0,1698.0,267.0,20.0,78.0,2234.0,19.0,8215.0,6.0,435.0,60.0,4365.0,77.0,191.0,75.0,1210.0,580.0
146,233.8,80.0,41.2,3292.0,1757.8,282.0,20.0,79.8,2262.8,19.6,8398.8,6.4,457.4,63.2,4519.6,82.6,199.0,78.4,1284.4,616.2
147,247.6,83.0,44.4,3293.0,1817.6,297.0,20.0,81.6,2291.6,20.2,8582.6,6.8,479.8,66.4,4674.2,88.2,207.0,81.8,1358.8,652.4
148,261.4,86.0,47.6,3294.0,1877.4,312.0,20.0,83.4,2320.4,20.8,8766.4,7.2,502.2,69.6,4828.8,93.8,215.0,85.2,1433.2,688.6
149,275.2,89.0,50.8,3295.0,1937.2,327.0,20.0,85.2,2349.2,21.4,8950.2,7.6,524.6,72.8,4983.4,99.4,223.0,88.6,1507.6,724.8
150,289.0,92.0,54.0,3296.0,1997.0,342.0,20.0,87.0,2378.0,22.0,9134.0,8.0,547.0,76.0,5138.0,105.0,231.0,92.0,1582.0,761.0
151,301.8,95.8,55.4,3296.6,2061.0,360.2,20.8,90.0,2405.8,24.8,9311.8,8.8,565.6,80.8,5306.8,105.0,237.6,95.2,1702.0,813.0
152,314.6,99.6,56.8,3297.2,2125.0,378.4,21.6,93.0,2433.6,27.6,9489.6,9.6,584.2,85.6,5475.6,105.0,244.2,98.4,1822.0,865.0
153,327.4,103.4,58.2,3297.8,2189.0,396.6,22.4,96.0,2461.4,30.4,9667.4,10.4,602.8,90.4,5644.4,105.0,250.8,101.6,1942.0,917.0
154,340.2,107.2,59.6,3298.4,2253.0,414.8,23.2,99.0,2489.2,33.2,9845.2,11.2,621.4,95.2,5813.2,105.0,257.4,104.8,2062.0,969.0
155,353.0,111.0,61.0,3299.0,2317.0,433.0,24.0,102.0,2517.0,36.0,10023.0,12.0,640.0,100.0,5982.0,105.0,264.0,108.0,2182.0,1021.0
156,368.6,116.0,61.6,3300.0,2375.8,453.0,24.6,104.4,2541.6,38.0,10174.2,12.8,666.4,103.8,6146.2,106.0,271.2,112.6,2258.8,1063.0
157,384.2,121.0,62.2,3301.0,2434.6,473.0,25.2,106.8,2566.2,40.0,10325.4,13.6,692.8,107.6,6310.4,107.0,278.4,117.2,2335.6,1105.0
158,399.8,126.0,62.8,3302.0,2493.4,493.0,25.8,109.2,2590.8,42.0,10476.6,14.4,719.2,111.4,6474.6,108.0,285.6,121.8,2412.4,1147.0
159,415.4,131.0,63.4,3303.0,2552.2,513.0,26.4,111.6,2615.4,44.0,10627.8,15.2,745.6,115.2,6638.8,109.0,292.8,126.4,2489.2,1189.0
160,431.0,136.0,64.0,3304.0,2611.0,533.0,27.0,114.0,2640.0,46.0,10779.0,16.0,772.0,119.0,6803.0,110.0,300.0,131.0,2566.0,1231.0
